job_id,job_type,team,priority,region,submit_time,earliest_start_time,deadline,runtime_hours,power_kw,deferrable,container_image,cpu_request,memory_request,carbon_budget_kg
GS-JOB-000112,BACKUP,operations,MEDIUM,IN-GJ,2026-04-06T14:45:00+00:00,2026-04-06T14:45:00+00:00,2026-04-06T21:31:00+00:00,2.87,3.4,TRUE,greenshift/sample-workload:latest,500m,1Gi,12.81
GS-JOB-000113,ANALYTICS,ml-platform,MEDIUM,IN-WB,2026-04-06T17:15:00+00:00,2026-04-06T17:15:00+00:00,2026-04-06T17:37:48+00:00,0.38,4.8,FALSE,greenshift/sample-workload:latest,500m,1Gi,2.34
GS-JOB-000114,ETL,analytics,MEDIUM,IN-PB,2026-04-06T17:30:00+00:00,2026-04-06T17:30:00+00:00,2026-04-07T03:00:00+00:00,0.63,6.4,TRUE,greenshift/sample-workload:latest,1000m,2Gi,5.17
GS-JOB-000115,ML_TRAINING,analytics,MEDIUM,US-CA,2026-04-06T20:15:00+00:00,2026-04-06T20:15:00+00:00,2026-04-08T02:02:00+00:00,4.7,18.2,TRUE,greenshift/sample-workload:latest,2000m,4Gi,68.97
GS-JOB-000116,ANALYTICS,ml-platform,HIGH,US-NY,2026-04-06T23:45:00+00:00,2026-04-06T23:45:00+00:00,2026-04-07T00:40:48+00:00,0.93,2.6,FALSE,greenshift/sample-workload:latest,250m,512Mi,3.06
GS-JOB-000117,REPORT_GENERATION,finance,MEDIUM,US-TX,2026-04-07T00:30:00+00:00,2026-04-07T00:30:00+00:00,2026-04-07T20:29:00+00:00,2.85,5.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,17.54
GS-JOB-000118,DATA_PROCESSING,analytics,LOW,SE,2026-04-07T05:15:00+00:00,2026-04-07T05:15:00+00:00,2026-04-07T05:40:48+00:00,0.43,2.1,FALSE,greenshift/sample-workload:latest,250m,512Mi,1.13
GS-JOB-000119,DATA_PROCESSING,operations,LOW,AU-SA-Large,2026-04-07T05:45:00+00:00,2026-04-07T05:45:00+00:00,2026-04-08T19:08:00+00:00,0.73,2.5,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.98
GS-JOB-000120,REPORT_GENERATION,operations,MEDIUM,AU-SA-Small,2026-04-07T07:30:00+00:00,2026-04-07T07:30:00+00:00,2026-04-07T10:53:00+00:00,1.67,4.2,TRUE,greenshift/sample-workload:latest,500m,1Gi,8.82
GS-JOB-000121,ML_TRAINING,ml-platform,LOW,IN-TG,2026-04-07T09:15:00+00:00,2026-04-07T09:15:00+00:00,2026-04-09T11:55:00+00:00,6.67,16.0,TRUE,greenshift/sample-workload:latest,2000m,4Gi,118.45
GS-JOB-000122,DATA_PROCESSING,operations,LOW,IN-GJ,2026-04-07T09:45:00+00:00,2026-04-07T09:45:00+00:00,2026-04-07T10:54:00+00:00,0.42,3.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,1.26
GS-JOB-000123,ETL,data-engineering,MEDIUM,IN-WB,2026-04-07T10:00:00+00:00,2026-04-07T10:00:00+00:00,2026-04-07T11:49:12+00:00,1.82,4.5,FALSE,greenshift/sample-workload:latest,500m,1Gi,12.55
GS-JOB-000124,REPORT_GENERATION,finance,LOW,IN-PB,2026-04-07T10:00:00+00:00,2026-04-07T10:00:00+00:00,2026-04-07T16:30:00+00:00,0.58,4.4,TRUE,greenshift/sample-workload:latest,500m,1Gi,2.77
GS-JOB-000125,IMAGE_PROCESSING,analytics,LOW,US-CA,2026-04-07T11:15:00+00:00,2026-04-07T11:15:00+00:00,2026-04-09T03:51:00+00:00,2.97,12.1,TRUE,greenshift/sample-workload:latest,2000m,4Gi,28.73
GS-JOB-000126,DATA_PROCESSING,operations,LOW,US-NY,2026-04-07T13:30:00+00:00,2026-04-07T13:30:00+00:00,2026-04-08T07:03:00+00:00,0.62,3.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,2.3
GS-JOB-000127,REPORT_GENERATION,finance,HIGH,US-TX,2026-04-07T15:30:00+00:00,2026-04-07T15:30:00+00:00,2026-04-07T17:52:48+00:00,2.38,3.8,FALSE,greenshift/sample-workload:latest,500m,1Gi,13.54
GS-JOB-000128,DATA_PROCESSING,operations,MEDIUM,SE,2026-04-07T16:15:00+00:00,2026-04-07T16:15:00+00:00,2026-04-08T03:04:00+00:00,1.25,3.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,3.47
GS-JOB-000129,IMAGE_PROCESSING,analytics,CRITICAL,AU-SA-Large,2026-04-07T16:15:00+00:00,2026-04-07T16:15:00+00:00,2026-04-07T19:07:12+00:00,2.87,18.7,FALSE,greenshift/sample-workload:latest,2000m,4Gi,86.74
GS-JOB-000130,IMAGE_PROCESSING,analytics,MEDIUM,AU-SA-Small,2026-04-07T17:00:00+00:00,2026-04-07T17:00:00+00:00,2026-04-08T06:19:00+00:00,3.87,7.7,TRUE,greenshift/sample-workload:latest,1000m,2Gi,36.25
GS-JOB-000131,REPORT_GENERATION,finance,MEDIUM,IN-TG,2026-04-07T17:45:00+00:00,2026-04-07T17:45:00+00:00,2026-04-07T19:20:00+00:00,1.08,4.0,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.67
GS-JOB-000132,ETL,ml-platform,MEDIUM,IN-GJ,2026-04-07T18:15:00+00:00,2026-04-07T18:15:00+00:00,2026-04-08T02:17:00+00:00,2.53,2.4,TRUE,greenshift/sample-workload:latest,250m,512Mi,7.14
GS-JOB-000133,ETL,data-engineering,MEDIUM,IN-WB,2026-04-07T18:30:00+00:00,2026-04-07T18:30:00+00:00,2026-04-09T08:45:00+00:00,2.73,6.7,TRUE,greenshift/sample-workload:latest,1000m,2Gi,14.86
GS-JOB-000134,BACKUP,operations,MEDIUM,IN-PB,2026-04-07T18:30:00+00:00,2026-04-07T18:30:00+00:00,2026-04-08T01:38:00+00:00,2.52,7.2,TRUE,greenshift/sample-workload:latest,1000m,2Gi,15.0
GS-JOB-000135,ETL,ml-platform,HIGH,US-CA,2026-04-07T19:45:00+00:00,2026-04-07T19:45:00+00:00,2026-04-07T21:13:12+00:00,1.47,2.0,FALSE,greenshift/sample-workload:latest,250m,512Mi,4.15
GS-JOB-000136,DATA_PROCESSING,operations,MEDIUM,US-NY,2026-04-07T23:00:00+00:00,2026-04-07T23:00:00+00:00,2026-04-08T14:24:00+00:00,1.45,3.6,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.52
GS-JOB-000137,REPORT_GENERATION,finance,LOW,US-TX,2026-04-08T01:15:00+00:00,2026-04-08T01:15:00+00:00,2026-04-08T08:29:00+00:00,1.28,1.8,TRUE,greenshift/sample-workload:latest,250m,256Mi,2.99
GS-JOB-000138,ANALYTICS,data-engineering,MEDIUM,SE,2026-04-08T06:45:00+00:00,2026-04-08T06:45:00+00:00,2026-04-08T07:13:48+00:00,0.48,2.8,FALSE,greenshift/sample-workload:latest,250m,512Mi,2.09
GS-JOB-000139,ETL,data-engineering,HIGH,AU-SA-Large,2026-04-08T07:00:00+00:00,2026-04-08T07:00:00+00:00,2026-04-08T09:55:00+00:00,0.97,9.1,TRUE,greenshift/sample-workload:latest,1000m,2Gi,10.68
GS-JOB-000140,DATA_PROCESSING,operations,LOW,AU-SA-Small,2026-04-08T07:15:00+00:00,2026-04-08T07:15:00+00:00,2026-04-09T09:46:00+00:00,1.13,2.6,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.85
GS-JOB-000141,ETL,data-engineering,LOW,IN-TG,2026-04-08T07:30:00+00:00,2026-04-08T07:30:00+00:00,2026-04-08T14:47:00+00:00,1.33,8.6,TRUE,greenshift/sample-workload:latest,1000m,2Gi,13.43
GS-JOB-000142,DATA_PROCESSING,operations,MEDIUM,IN-GJ,2026-04-08T07:30:00+00:00,2026-04-08T07:30:00+00:00,2026-04-09T23:48:00+00:00,0.3,2.0,TRUE,greenshift/sample-workload:latest,250m,512Mi,0.71
GS-JOB-000143,ANALYTICS,finance,MEDIUM,IN-WB,2026-04-08T07:45:00+00:00,2026-04-08T07:45:00+00:00,2026-04-08T08:06:00+00:00,0.35,4.9,FALSE,greenshift/sample-workload:latest,500m,1Gi,2.57
GS-JOB-000144,BACKUP,operations,LOW,IN-PB,2026-04-08T08:30:00+00:00,2026-04-08T08:30:00+00:00,2026-04-09T03:59:00+00:00,2.78,8.0,TRUE,greenshift/sample-workload:latest,1000m,2Gi,20.7
GS-JOB-000145,BACKUP,operations,LOW,US-CA,2026-04-08T09:00:00+00:00,2026-04-08T09:00:00+00:00,2026-04-09T14:40:00+00:00,0.5,7.4,TRUE,greenshift/sample-workload:latest,1000m,2Gi,4.15
GS-JOB-000146,DATA_PROCESSING,operations,MEDIUM,US-NY,2026-04-08T09:15:00+00:00,2026-04-08T09:15:00+00:00,2026-04-08T21:36:00+00:00,1.4,2.2,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.03
GS-JOB-000147,IMAGE_PROCESSING,ml-platform,MEDIUM,US-TX,2026-04-08T10:15:00+00:00,2026-04-08T10:15:00+00:00,2026-04-09T14:40:00+00:00,5.33,11.4,TRUE,greenshift/sample-workload:latest,1000m,2Gi,65.01
GS-JOB-000148,DATA_PROCESSING,operations,LOW,SE,2026-04-08T10:15:00+00:00,2026-04-08T10:15:00+00:00,2026-04-10T02:54:00+00:00,0.43,2.1,TRUE,greenshift/sample-workload:latest,250m,512Mi,0.98
GS-JOB-000149,ETL,finance,LOW,AU-SA-Large,2026-04-08T10:30:00+00:00,2026-04-08T10:30:00+00:00,2026-04-08T22:30:00+00:00,0.77,6.6,TRUE,greenshift/sample-workload:latest,1000m,2Gi,4.62
GS-JOB-000150,ETL,data-engineering,HIGH,AU-SA-Small,2026-04-08T14:00:00+00:00,2026-04-08T14:00:00+00:00,2026-04-08T14:43:12+00:00,0.72,7.6,FALSE,greenshift/sample-workload:latest,1000m,2Gi,6.92
GS-JOB-000151,ML_TRAINING,ml-platform,MEDIUM,IN-TG,2026-04-08T15:45:00+00:00,2026-04-08T15:45:00+00:00,2026-04-09T09:33:00+00:00,6.73,25.1,TRUE,greenshift/sample-workload:latest,2000m,4Gi,132.38
GS-JOB-000152,BACKUP,ml-platform,LOW,IN-GJ,2026-04-08T18:30:00+00:00,2026-04-08T18:30:00+00:00,2026-04-09T06:46:00+00:00,1.98,4.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,9.33
GS-JOB-000153,ML_TRAINING,ml-platform,MEDIUM,IN-WB,2026-04-08T20:45:00+00:00,2026-04-08T20:45:00+00:00,2026-04-10T07:53:00+00:00,4.62,17.7,TRUE,greenshift/sample-workload:latest,2000m,4Gi,86.38
GS-JOB-000154,DATA_PROCESSING,operations,LOW,IN-PB,2026-04-08T21:00:00+00:00,2026-04-08T21:00:00+00:00,2026-04-09T03:27:00+00:00,1.47,2.8,TRUE,greenshift/sample-workload:latest,250m,512Mi,4.54
GS-JOB-000155,ETL,data-engineering,CRITICAL,US-CA,2026-04-08T21:00:00+00:00,2026-04-08T21:00:00+00:00,2026-04-09T00:16:12+00:00,3.27,8.6,FALSE,greenshift/sample-workload:latest,1000m,2Gi,34.42
GS-JOB-000156,REPORT_GENERATION,finance,HIGH,US-NY,2026-04-08T23:45:00+00:00,2026-04-08T23:45:00+00:00,2026-04-09T01:36:00+00:00,1.85,3.4,FALSE,greenshift/sample-workload:latest,500m,1Gi,9.22
GS-JOB-000157,BACKUP,operations,HIGH,US-TX,2026-04-09T06:30:00+00:00,2026-04-09T06:30:00+00:00,2026-04-09T10:06:00+00:00,0.5,7.1,TRUE,greenshift/sample-workload:latest,1000m,2Gi,4.15
GS-JOB-000158,ETL,data-engineering,MEDIUM,SE,2026-04-09T09:30:00+00:00,2026-04-09T09:30:00+00:00,2026-04-09T16:14:00+00:00,2.7,6.9,TRUE,greenshift/sample-workload:latest,1000m,2Gi,22.38
GS-JOB-000159,ML_TRAINING,analytics,MEDIUM,AU-SA-Large,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T18:46:00+00:00,3.97,38.5,TRUE,greenshift/sample-workload:latest,2000m,4Gi,151.34
GS-JOB-000160,BACKUP,operations,MEDIUM,AU-SA-Small,2026-04-09T10:00:00+00:00,2026-04-09T10:00:00+00:00,2026-04-09T13:25:00+00:00,2.92,5.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,18.38
GS-JOB-000161,BACKUP,operations,MEDIUM,IN-TG,2026-04-09T12:15:00+00:00,2026-04-09T12:15:00+00:00,2026-04-09T18:20:00+00:00,2.87,5.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,18.4
GS-JOB-000162,IMAGE_PROCESSING,operations,MEDIUM,IN-GJ,2026-04-09T13:45:00+00:00,2026-04-09T13:45:00+00:00,2026-04-09T17:08:00+00:00,2.47,19.1,TRUE,greenshift/sample-workload:latest,2000m,4Gi,55.43
GS-JOB-000163,ETL,finance,CRITICAL,IN-WB,2026-04-09T14:15:00+00:00,2026-04-09T14:15:00+00:00,2026-04-09T16:43:48+00:00,2.48,5.3,FALSE,greenshift/sample-workload:latest,500m,1Gi,16.06
GS-JOB-000164,ETL,analytics,HIGH,IN-PB,2026-04-09T14:30:00+00:00,2026-04-09T14:30:00+00:00,2026-04-09T21:43:00+00:00,3.78,9.8,TRUE,greenshift/sample-workload:latest,1000m,2Gi,44.71
GS-JOB-000165,BACKUP,data-engineering,LOW,US-CA,2026-04-09T15:15:00+00:00,2026-04-09T15:15:00+00:00,2026-04-10T01:41:00+00:00,1.5,5.6,TRUE,greenshift/sample-workload:latest,500m,1Gi,10.92
GS-JOB-000166,ETL,data-engineering,MEDIUM,US-NY,2026-04-09T19:00:00+00:00,2026-04-09T19:00:00+00:00,2026-04-10T00:06:00+00:00,3.78,10.0,TRUE,greenshift/sample-workload:latest,1000m,2Gi,50.18
GS-JOB-000167,ML_TRAINING,analytics,CRITICAL,US-TX,2026-04-09T19:30:00+00:00,2026-04-09T19:30:00+00:00,2026-04-09T22:28:12+00:00,2.97,10.7,FALSE,greenshift/sample-workload:latest,1000m,2Gi,39.55
GS-JOB-000168,BACKUP,operations,HIGH,SE,2026-04-09T20:00:00+00:00,2026-04-09T20:00:00+00:00,2026-04-09T22:30:00+00:00,1.08,6.9,TRUE,greenshift/sample-workload:latest,1000m,2Gi,7.43
GS-JOB-000169,ETL,data-engineering,LOW,AU-SA-Large,2026-04-09T21:00:00+00:00,2026-04-09T21:00:00+00:00,2026-04-10T07:40:00+00:00,1.93,9.9,TRUE,greenshift/sample-workload:latest,1000m,2Gi,15.8
GS-JOB-000170,ETL,data-engineering,LOW,AU-SA-Small,2026-04-09T21:45:00+00:00,2026-04-09T21:45:00+00:00,2026-04-09T23:01:48+00:00,1.28,3.2,FALSE,greenshift/sample-workload:latest,500m,1Gi,6.36
GS-JOB-000171,ETL,data-engineering,HIGH,IN-TG,2026-04-09T22:15:00+00:00,2026-04-09T22:15:00+00:00,2026-04-10T07:39:00+00:00,1.32,7.9,TRUE,greenshift/sample-workload:latest,1000m,2Gi,13.39
GS-JOB-000172,DATA_PROCESSING,analytics,HIGH,IN-GJ,2026-04-09T23:00:00+00:00,2026-04-09T23:00:00+00:00,2026-04-10T03:18:00+00:00,1.4,2.5,TRUE,greenshift/sample-workload:latest,250m,512Mi,4.24
GS-JOB-000173,REPORT_GENERATION,finance,LOW,IN-WB,2026-04-09T23:45:00+00:00,2026-04-09T23:45:00+00:00,2026-04-11T03:35:00+00:00,0.68,5.6,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.98
GS-JOB-000174,ETL,operations,MEDIUM,IN-PB,2026-04-10T06:15:00+00:00,2026-04-10T06:15:00+00:00,2026-04-11T23:43:00+00:00,1.47,5.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,8.74
GS-JOB-000175,ETL,data-engineering,MEDIUM,US-CA,2026-04-10T08:00:00+00:00,2026-04-10T08:00:00+00:00,2026-04-10T13:51:00+00:00,1.37,3.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.42
GS-JOB-000176,DATA_PROCESSING,operations,MEDIUM,US-NY,2026-04-10T08:15:00+00:00,2026-04-10T08:15:00+00:00,2026-04-10T09:54:00+00:00,1.15,3.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.08
GS-JOB-000177,REPORT_GENERATION,finance,HIGH,US-TX,2026-04-10T08:30:00+00:00,2026-04-10T08:30:00+00:00,2026-04-10T17:43:00+00:00,1.42,2.1,TRUE,greenshift/sample-workload:latest,250m,256Mi,3.34
GS-JOB-000178,ETL,data-engineering,LOW,SE,2026-04-10T09:15:00+00:00,2026-04-10T09:15:00+00:00,2026-04-10T11:43:00+00:00,1.58,4.8,TRUE,greenshift/sample-workload:latest,500m,1Gi,8.79
GS-JOB-000179,ETL,data-engineering,MEDIUM,AU-SA-Large,2026-04-10T10:15:00+00:00,2026-04-10T10:15:00+00:00,2026-04-10T13:24:00+00:00,3.15,6.7,FALSE,greenshift/sample-workload:latest,1000m,2Gi,28.43
GS-JOB-000180,DATA_PROCESSING,operations,MEDIUM,AU-SA-Small,2026-04-10T10:30:00+00:00,2026-04-10T10:30:00+00:00,2026-04-11T10:22:00+00:00,1.3,3.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.39
GS-JOB-000181,DATA_PROCESSING,data-engineering,LOW,IN-TG,2026-04-10T11:15:00+00:00,2026-04-10T11:15:00+00:00,2026-04-10T18:31:00+00:00,1.3,2.6,TRUE,greenshift/sample-workload:latest,250m,512Mi,4.51
GS-JOB-000182,ETL,analytics,MEDIUM,IN-GJ,2026-04-10T11:30:00+00:00,2026-04-10T11:30:00+00:00,2026-04-10T15:37:00+00:00,1.07,5.2,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.2
GS-JOB-000183,BACKUP,operations,MEDIUM,IN-WB,2026-04-10T14:15:00+00:00,2026-04-10T14:15:00+00:00,2026-04-11T00:43:00+00:00,1.42,4.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,7.4
GS-JOB-000184,ML_TRAINING,ml-platform,LOW,IN-PB,2026-04-10T14:30:00+00:00,2026-04-10T14:30:00+00:00,2026-04-11T02:48:00+00:00,8.85,11.6,TRUE,greenshift/sample-workload:latest,1000m,2Gi,98.59
GS-JOB-000185,DATA_PROCESSING,operations,HIGH,US-CA,2026-04-10T14:45:00+00:00,2026-04-10T14:45:00+00:00,2026-04-10T15:15:00+00:00,0.5,1.9,FALSE,greenshift/sample-workload:latest,250m,512Mi,1.48
GS-JOB-000186,ML_TRAINING,ml-platform,LOW,US-NY,2026-04-10T15:15:00+00:00,2026-04-10T15:15:00+00:00,2026-04-11T18:40:00+00:00,9.7,38.0,TRUE,greenshift/sample-workload:latest,2000m,4Gi,457.02
GS-JOB-000187,ETL,ml-platform,LOW,US-TX,2026-04-10T15:45:00+00:00,2026-04-10T15:45:00+00:00,2026-04-11T07:34:00+00:00,3.98,2.0,TRUE,greenshift/sample-workload:latest,250m,512Mi,10.11
GS-JOB-000188,REPORT_GENERATION,finance,LOW,SE,2026-04-10T16:30:00+00:00,2026-04-10T16:30:00+00:00,2026-04-10T23:11:00+00:00,0.92,4.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,4.98
GS-JOB-000189,ANALYTICS,analytics,LOW,AU-SA-Large,2026-04-10T17:00:00+00:00,2026-04-10T17:00:00+00:00,2026-04-10T18:03:00+00:00,1.05,2.6,FALSE,greenshift/sample-workload:latest,250m,512Mi,4.33
GS-JOB-000190,ETL,finance,HIGH,AU-SA-Small,2026-04-10T17:00:00+00:00,2026-04-10T17:00:00+00:00,2026-04-11T01:49:00+00:00,2.8,9.3,TRUE,greenshift/sample-workload:latest,1000m,2Gi,32.14
GS-JOB-000191,ETL,data-engineering,HIGH,IN-TG,2026-04-10T17:15:00+00:00,2026-04-10T17:15:00+00:00,2026-04-11T01:08:00+00:00,2.62,3.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,10.97
GS-JOB-000192,DATA_PROCESSING,analytics,MEDIUM,IN-GJ,2026-04-10T19:15:00+00:00,2026-04-10T19:15:00+00:00,2026-04-11T18:44:00+00:00,1.3,2.0,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.46
GS-JOB-000193,ETL,operations,HIGH,IN-WB,2026-04-10T20:00:00+00:00,2026-04-10T20:00:00+00:00,2026-04-11T10:08:00+00:00,3.52,5.5,TRUE,greenshift/sample-workload:latest,500m,1Gi,25.9
GS-JOB-000194,BACKUP,operations,MEDIUM,IN-PB,2026-04-10T22:15:00+00:00,2026-04-10T22:15:00+00:00,2026-04-12T12:47:00+00:00,2.03,5.0,TRUE,greenshift/sample-workload:latest,500m,1Gi,9.66
GS-JOB-000195,REPORT_GENERATION,operations,HIGH,US-CA,2026-04-11T05:30:00+00:00,2026-04-11T05:30:00+00:00,2026-04-11T07:30:00+00:00,1.27,2.8,TRUE,greenshift/sample-workload:latest,250m,256Mi,3.5
GS-JOB-000196,ETL,data-engineering,MEDIUM,US-NY,2026-04-11T06:00:00+00:00,2026-04-11T06:00:00+00:00,2026-04-11T16:28:00+00:00,3.05,9.1,TRUE,greenshift/sample-workload:latest,1000m,2Gi,21.92
GS-JOB-000197,ETL,data-engineering,LOW,US-TX,2026-04-11T06:45:00+00:00,2026-04-11T06:45:00+00:00,2026-04-12T06:54:00+00:00,2.27,8.5,TRUE,greenshift/sample-workload:latest,1000m,2Gi,20.82
GS-JOB-000198,DATA_PROCESSING,operations,MEDIUM,SE,2026-04-11T07:00:00+00:00,2026-04-11T07:00:00+00:00,2026-04-12T23:10:00+00:00,0.52,3.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,1.89
GS-JOB-000199,ETL,data-engineering,HIGH,AU-SA-Large,2026-04-11T10:30:00+00:00,2026-04-11T10:30:00+00:00,2026-04-11T17:03:00+00:00,3.65,5.2,TRUE,greenshift/sample-workload:latest,500m,1Gi,23.19
GS-JOB-000200,ETL,data-engineering,MEDIUM,AU-SA-Small,2026-04-11T11:15:00+00:00,2026-04-11T11:15:00+00:00,2026-04-11T19:31:00+00:00,0.53,6.3,TRUE,greenshift/sample-workload:latest,1000m,2Gi,4.03
GS-JOB-000201,BACKUP,operations,HIGH,IN-TG,2026-04-11T11:45:00+00:00,2026-04-11T11:45:00+00:00,2026-04-11T13:32:00+00:00,1.13,7.2,TRUE,greenshift/sample-workload:latest,1000m,2Gi,8.0
GS-JOB-000202,ETL,finance,HIGH,IN-GJ,2026-04-11T12:15:00+00:00,2026-04-11T12:15:00+00:00,2026-04-11T14:10:00+00:00,1.42,6.5,TRUE,greenshift/sample-workload:latest,1000m,2Gi,11.35
GS-JOB-000203,ML_TRAINING,data-engineering,MEDIUM,IN-WB,2026-04-11T13:30:00+00:00,2026-04-11T13:30:00+00:00,2026-04-13T13:18:00+00:00,9.63,28.0,TRUE,greenshift/sample-workload:latest,2000m,4Gi,210.48
GS-JOB-000204,DATA_PROCESSING,operations,MEDIUM,IN-PB,2026-04-11T14:15:00+00:00,2026-04-11T14:15:00+00:00,2026-04-11T17:25:00+00:00,1.42,3.7,TRUE,greenshift/sample-workload:latest,500m,1Gi,5.65
GS-JOB-000205,ETL,data-engineering,CRITICAL,US-CA,2026-04-11T14:45:00+00:00,2026-04-11T14:45:00+00:00,2026-04-11T17:04:48+00:00,2.33,8.0,FALSE,greenshift/sample-workload:latest,1000m,2Gi,27.89
GS-JOB-000206,ETL,data-engineering,LOW,US-NY,2026-04-11T15:15:00+00:00,2026-04-11T15:15:00+00:00,2026-04-12T09:09:00+00:00,1.78,2.7,TRUE,greenshift/sample-workload:latest,250m,512Mi,6.17
GS-JOB-000207,DATA_PROCESSING,finance,MEDIUM,US-TX,2026-04-11T16:00:00+00:00,2026-04-11T16:00:00+00:00,2026-04-12T07:37:00+00:00,0.48,1.6,TRUE,greenshift/sample-workload:latest,250m,512Mi,0.89
GS-JOB-000208,DATA_PROCESSING,operations,MEDIUM,SE,2026-04-11T16:15:00+00:00,2026-04-11T16:15:00+00:00,2026-04-11T17:49:00+00:00,0.9,1.5,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.32
GS-JOB-000209,ETL,operations,HIGH,AU-SA-Large,2026-04-11T16:45:00+00:00,2026-04-11T16:45:00+00:00,2026-04-12T04:36:00+00:00,2.92,3.3,TRUE,greenshift/sample-workload:latest,500m,1Gi,11.18
GS-JOB-000210,REPORT_GENERATION,finance,MEDIUM,AU-SA-Small,2026-04-11T22:00:00+00:00,2026-04-11T22:00:00+00:00,2026-04-12T07:06:00+00:00,2.82,4.4,TRUE,greenshift/sample-workload:latest,500m,1Gi,13.62
GS-JOB-000211,DATA_PROCESSING,operations,HIGH,IN-TG,2026-04-12T00:45:00+00:00,2026-04-12T00:45:00+00:00,2026-04-12T02:40:00+00:00,0.5,2.1,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.4
GS-JOB-000212,ETL,data-engineering,MEDIUM,IN-GJ,2026-04-12T02:30:00+00:00,2026-04-12T02:30:00+00:00,2026-04-12T05:56:00+00:00,0.73,2.2,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.88
GS-JOB-000213,ANALYTICS,ml-platform,MEDIUM,IN-WB,2026-04-12T03:00:00+00:00,2026-04-12T03:00:00+00:00,2026-04-12T03:34:12+00:00,0.57,3.9,FALSE,greenshift/sample-workload:latest,500m,1Gi,3.39
GS-JOB-000214,ETL,ml-platform,HIGH,IN-PB,2026-04-12T04:45:00+00:00,2026-04-12T04:45:00+00:00,2026-04-12T06:51:00+00:00,2.1,4.4,FALSE,greenshift/sample-workload:latest,500m,1Gi,13.39
GS-JOB-000215,REPORT_GENERATION,finance,MEDIUM,US-CA,2026-04-12T07:00:00+00:00,2026-04-12T07:00:00+00:00,2026-04-12T17:18:00+00:00,1.62,2.7,TRUE,greenshift/sample-workload:latest,250m,256Mi,3.61
GS-JOB-000216,DATA_PROCESSING,operations,MEDIUM,US-NY,2026-04-12T07:45:00+00:00,2026-04-12T07:45:00+00:00,2026-04-12T23:51:00+00:00,0.32,1.7,TRUE,greenshift/sample-workload:latest,250m,512Mi,0.63
GS-JOB-000217,ETL,ml-platform,MEDIUM,US-TX,2026-04-12T08:30:00+00:00,2026-04-12T08:30:00+00:00,2026-04-12T12:50:00+00:00,0.78,2.2,TRUE,greenshift/sample-workload:latest,250m,512Mi,1.41
GS-JOB-000218,ETL,data-engineering,LOW,SE,2026-04-12T09:00:00+00:00,2026-04-12T09:00:00+00:00,2026-04-12T14:02:00+00:00,2.07,5.1,TRUE,greenshift/sample-workload:latest,500m,1Gi,11.46
GS-JOB-000219,REPORT_GENERATION,finance,HIGH,AU-SA-Large,2026-04-12T09:30:00+00:00,2026-04-12T09:30:00+00:00,2026-04-12T12:11:00+00:00,2.18,2.9,TRUE,greenshift/sample-workload:latest,250m,256Mi,6.05
GS-JOB-000220,ML_TRAINING,ml-platform,LOW,AU-SA-Small,2026-04-12T11:15:00+00:00,2026-04-12T11:15:00+00:00,2026-04-12T22:04:00+00:00,3.85,30.6,TRUE,greenshift/sample-workload:latest,2000m,4Gi,144.49
GS-JOB-000221,ETL,data-engineering,MEDIUM,IN-TG,2026-04-12T12:30:00+00:00,2026-04-12T12:30:00+00:00,2026-04-12T13:49:12+00:00,1.32,8.0,FALSE,greenshift/sample-workload:latest,1000m,2Gi,15.93
GS-JOB-000222,DATA_PROCESSING,ml-platform,MEDIUM,IN-GJ,2026-04-12T13:00:00+00:00,2026-04-12T13:00:00+00:00,2026-04-12T17:20:00+00:00,1.22,2.3,TRUE,greenshift/sample-workload:latest,250m,512Mi,3.33
GS-JOB-000223,ML_TRAINING,ml-platform,MEDIUM,IN-WB,2026-04-12T15:00:00+00:00,2026-04-12T15:00:00+00:00,2026-04-13T06:16:00+00:00,2.27,22.3,TRUE,greenshift/sample-workload:latest,2000m,4Gi,45.9
